iter,timestamp_iso,elapsed_sec,image_path,annotated_path,door_state,door_confidence,handle_present,material_visible,need_open_door_result,need_open_door_reason,material_after_open_result,material_after_open_reason,goal_status,goal_reason_code,goal_message,next_action_name,next_action_args,full_action_list_json,skip_log_json,detected_json,raw_len
66,2025-09-05T15:58:10,4.382,/tmp/vlm_frame_1757055487087.png,/tmp/vlm_frame_1757055487087_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,204,272,472]],""material"":[[322,331,335,344]]}",944
67,2025-09-05T15:58:15,4.349,/tmp/vlm_frame_1757055491600.png,/tmp/vlm_frame_1757055491600_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,211,272,472]],""material"":[[322,331,335,344]]}",944
68,2025-09-05T15:58:19,4.364,/tmp/vlm_frame_1757055496072.png,/tmp/vlm_frame_1757055496072_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,207,272,472]],""material"":[[322,331,335,344]]}",944
69,2025-09-05T15:58:24,4.866,/tmp/vlm_frame_1757055500557.png,/tmp/vlm_frame_1757055500557_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,200,272,472]],""material"":[[322,331,335,344]]}",1095
70,2025-09-05T15:58:29,5.067,/tmp/vlm_frame_1757055506039.png,/tmp/vlm_frame_1757055506039_det.png,closed,0.9,True,uncertain,False,door_state=closed,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,202,272,472]],""material"":[[323,331,335,344]]}",953
71,2025-09-05T15:58:34,4.576,/tmp/vlm_frame_1757055510514.png,/tmp/vlm_frame_1757055510514_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,201,272,472]],""material"":[[323,331,335,344]]}",1088
72,2025-09-05T15:58:38,4.403,/tmp/vlm_frame_1757055515017.png,/tmp/vlm_frame_1757055515017_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,204,272,472]],""material"":[[323,331,335,344]]}",1088
73,2025-09-05T15:58:43,4.276,/tmp/vlm_frame_1757055519490.png,/tmp/vlm_frame_1757055519490_det.png,open,0.9,True,True,False,door_state=open,True,material visible,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,206,272,472]],""material"":[[323,331,335,344]]}",1055
74,2025-09-05T15:58:47,4.468,/tmp/vlm_frame_1757055523975.png,/tmp/vlm_frame_1757055523975_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,203,272,472]],""material"":[[322,331,335,344]]}",1088
75,2025-09-05T15:58:52,4.390,/tmp/vlm_frame_1757055528460.png,/tmp/vlm_frame_1757055528460_det.png,open,0.9,True,uncertain,False,already open,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,214,272,472]],""material"":[[323,331,335,344]]}",1086
76,2025-09-05T15:58:56,4.514,/tmp/vlm_frame_1757055532977.png,/tmp/vlm_frame_1757055532977_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,200,272,472]],""material"":[[322,331,335,344]]}",1088
77,2025-09-05T15:59:01,4.390,/tmp/vlm_frame_1757055537497.png,/tmp/vlm_frame_1757055537497_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,201,272,472]],""material"":[[322,331,335,344]]}",1088
78,2025-09-05T15:59:06,4.890,/tmp/vlm_frame_1757055542910.png,/tmp/vlm_frame_1757055542910_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,207,272,472]],""material"":[[322,331,335,344]]}",944
79,2025-09-05T15:59:10,4.393,/tmp/vlm_frame_1757055547394.png,/tmp/vlm_frame_1757055547394_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,199,272,472]],""material"":[[322,331,335,344]]}",944
80,2025-09-05T15:59:15,4.395,/tmp/vlm_frame_1757055551889.png,/tmp/vlm_frame_1757055551889_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,200,272,472]],""material"":[[323,331,335,344]]}",944
81,2025-09-05T15:59:20,4.850,/tmp/vlm_frame_1757055556382.png,/tmp/vlm_frame_1757055556382_det.png,open,0.9,True,uncertain,False,already open,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,207,272,472]],""material"":[[322,331,335,344]]}",1086
82,2025-09-05T15:59:25,5.263,/tmp/vlm_frame_1757055561856.png,/tmp/vlm_frame_1757055561856_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,201,272,472]],""material"":[[322,331,335,344]]}",1088
83,2025-09-05T15:59:30,4.418,/tmp/vlm_frame_1757055566368.png,/tmp/vlm_frame_1757055566368_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,206,272,472]],""material"":[[322,331,335,344]]}",1088
84,2025-09-05T15:59:34,4.029,/tmp/vlm_frame_1757055570872.png,/tmp/vlm_frame_1757055570872_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,203,272,472]],""material"":[[322,331,335,344]]}",944
85,2025-09-05T15:59:39,4.735,/tmp/vlm_frame_1757055575354.png,/tmp/vlm_frame_1757055575354_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,201,272,472]],""material"":[[322,331,336,344]]}",1088
86,2025-09-05T15:59:43,4.157,/tmp/vlm_frame_1757055579847.png,/tmp/vlm_frame_1757055579847_det.png,closed,0.9,True,uncertain,False,door_state=closed,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,202,272,472]],""material"":[[323,331,335,344]]}",953
87,2025-09-05T15:59:48,4.706,/tmp/vlm_frame_1757055584340.png,/tmp/vlm_frame_1757055584340_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,204,272,472]],""material"":[[323,331,335,344]]}",1088
88,2025-09-05T15:59:52,3.983,/tmp/vlm_frame_1757055588846.png,/tmp/vlm_frame_1757055588846_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,204,272,472]],""material"":[[322,331,335,344]]}",944
89,2025-09-05T15:59:57,4.755,/tmp/vlm_frame_1757055593321.png,/tmp/vlm_frame_1757055593321_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,198,272,472]],""material"":[[322,331,335,344]]}",1088
90,2025-09-05T16:00:01,4.047,/tmp/vlm_frame_1757055597824.png,/tmp/vlm_frame_1757055597824_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,203,272,472]],""material"":[[322,331,335,344]]}",944
91,2025-09-05T16:00:06,4.734,/tmp/vlm_frame_1757055602309.png,/tmp/vlm_frame_1757055602309_det.png,open,0.9,True,uncertain,False,already open,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,203,272,472]],""material"":[[322,331,335,344]]}",1086
92,2025-09-05T16:00:10,4.365,/tmp/vlm_frame_1757055606802.png,/tmp/vlm_frame_1757055606802_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,199,272,472]],""material"":[[322,331,335,344]]}",1088
93,2025-09-05T16:00:14,4.056,/tmp/vlm_frame_1757055611314.png,/tmp/vlm_frame_1757055611314_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,206,272,472]],""material"":[[323,331,335,344]]}",944
94,2025-09-05T16:00:19,4.733,/tmp/vlm_frame_1757055615798.png,/tmp/vlm_frame_1757055615798_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,207,272,472]],""material"":[[323,331,335,344]]}",1088
95,2025-09-05T16:00:24,4.414,/tmp/vlm_frame_1757055620291.png,/tmp/vlm_frame_1757055620291_det.png,closed,0.9,True,uncertain,False,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,205,272,472]],""material"":[[323,331,335,344]]}",1088
96,2025-09-05T16:00:28,4.394,/tmp/vlm_frame_1757055624795.png,/tmp/vlm_frame_1757055624795_det.png,open,0.9,True,uncertain,False,already open,uncertain,material to be checked after opening,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[113,199,272,472]],""material"":[[322,331,335,344]]}",1086
97,2025-09-05T16:00:32,4.017,/tmp/vlm_frame_1757055629288.png,/tmp/vlm_frame_1757055629288_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,201,275,472]],""material"":[[324,330,336,343]]}",944
98,2025-09-05T16:00:37,4.671,/tmp/vlm_frame_1757055633760.png,/tmp/vlm_frame_1757055633760_det.png,open,0.9,True,True,False,door_state=open,True,material visible,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,190,275,473]],""material"":[[324,330,336,343]]}",1055
99,2025-09-05T16:00:41,4.411,/tmp/vlm_frame_1757055638252.png,/tmp/vlm_frame_1757055638252_det.png,open,0.9,True,True,False,door_state=open,True,material detected,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,191,275,472]],""material"":[[324,330,336,343]]}",1056
100,2025-09-05T16:00:46,4.085,/tmp/vlm_frame_1757055642738.png,/tmp/vlm_frame_1757055642738_det.png,open,0.9,True,uncertain,False,already open,,,in_progress,OK,execute close_door,close_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,198,274,473]],""material"":[[324,330,336,343]]}",944
