iter,timestamp_iso,elapsed_sec,image_path,annotated_path,door_state,door_confidence,handle_present,material_visible,need_open_door_result,need_open_door_reason,material_after_open_result,material_after_open_reason,goal_status,goal_reason_code,goal_message,next_action_name,next_action_args,full_action_list_json,skip_log_json,detected_json,raw_len
49,2025-09-05T15:13:54,5.388,/tmp/vlm_frame_1757052829666.png,/tmp/vlm_frame_1757052829666_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,221,271,472]],""material"":[[322,331,335,344]]}",1386
50,2025-09-05T15:13:59,5.384,/tmp/vlm_frame_1757052835169.png,/tmp/vlm_frame_1757052835169_det.png,open,0.9,False,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,222,272,472]],""material"":[[322,331,335,344]]}",1387
51,2025-09-05T15:14:05,5.397,/tmp/vlm_frame_1757052840672.png,/tmp/vlm_frame_1757052840672_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,229,271,472]],""material"":[[322,331,335,344]]}",1386
52,2025-09-05T15:14:10,4.829,/tmp/vlm_frame_1757052846166.png,/tmp/vlm_frame_1757052846166_det.png,closed,0.9,True,uncertain,True,door_state=closed,uncertain,material to be checked after opening,in_progress,OK,execute open_door,open_door,"{""arm"":""right"",""object_label"":""door-handle""}","[{""name"":""open_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}}]",[],"{""door"":[[112,224,272,472]],""material"":[[323,331,335,344]]}",1088
53,2025-09-05T15:14:16,6.289,/tmp/vlm_frame_1757052851650.png,/tmp/vlm_frame_1757052851650_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,214,272,471]],""material"":[[322,331,335,344]]}",1386
54,2025-09-05T15:14:22,6.113,/tmp/vlm_frame_1757052858107.png,/tmp/vlm_frame_1757052858107_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,210,272,472]],""material"":[[322,330,335,344]]}",1386
55,2025-09-05T15:14:28,5.730,/tmp/vlm_frame_1757052863590.png,/tmp/vlm_frame_1757052863590_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,212,272,472]],""material"":[[322,331,335,344]]}",1386
56,2025-09-05T15:14:34,6.141,/tmp/vlm_frame_1757052870094.png,/tmp/vlm_frame_1757052870094_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,211,272,472]],""material"":[[322,331,335,344]]}",1386
57,2025-09-05T15:14:40,5.437,/tmp/vlm_frame_1757052875608.png,/tmp/vlm_frame_1757052875608_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,227,272,472]],""material"":[[322,331,335,344]]}",1386
58,2025-09-05T15:14:46,5.572,/tmp/vlm_frame_1757052881095.png,/tmp/vlm_frame_1757052881095_det.png,open,0.9,True,True,False,already open,True,material detected,in_progress,OK,approach material,move_arm,"{""object_label"":""material"",""arm"":""right""}","[{""name"":""move_arm"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""grasp"",""args"":{""object_label"":""material"",""arm"":""right""}},{""name"":""close_door"",""args"":{""arm"":""right"",""object_label"":""door-handle""}},{""name"":""return_home"",""args"":{}}]",[],"{""door"":[[112,212,272,472]],""material"":[[322,331,335,344]]}",1386
